1986	1	1	-9999
1986	1	2	-9999
1986	1	3	-9999
1986	1	4	-9999
1986	1	5	-9999
1986	1	6	-9999
1986	1	7	-9999
1986	1	8	-9999
1986	1	9	-9999
1986	1	10	-9999
1986	1	11	-9999
1986	1	12	-9999
1986	1	13	-9999
1986	1	14	-9999
1986	1	15	-9999
1986	1	16	-9999
1986	1	17	-9999
1986	1	18	-9999
1986	1	19	-9999
1986	1	20	-9999
1986	1	21	-9999
1986	1	22	-9999
1986	1	23	-9999
1986	1	24	-9999
1986	1	25	-9999
1986	1	26	-9999
1986	1	27	-9999
1986	1	28	-9999
1986	1	29	-9999
1986	1	30	-9999
1986	1	31	-9999
1986	2	1	-9999
1986	2	2	-9999
1986	2	3	-9999
1986	2	4	-9999
1986	2	5	-9999
1986	2	6	-9999
1986	2	7	-9999
1986	2	8	-9999
1986	2	9	-9999
1986	2	10	-9999
1986	2	11	-9999
1986	2	12	-9999
1986	2	13	-9999
1986	2	14	-9999
1986	2	15	-9999
1986	2	16	-9999
1986	2	17	-9999
1986	2	18	-9999
1986	2	19	-9999
1986	2	20	-9999
1986	2	21	-9999
1986	2	22	-9999
1986	2	23	-9999
1986	2	24	-9999
1986	2	25	-9999
1986	2	26	-9999
1986	2	27	-9999
1986	2	28	-9999
1986	3	1	-9999
1986	3	2	-9999
1986	3	3	-9999
1986	3	4	-9999
1986	3	5	-9999
1986	3	6	-9999
1986	3	7	-9999
1986	3	8	-9999
1986	3	9	-9999
1986	3	10	-9999
1986	3	11	-9999
1986	3	12	-9999
1986	3	13	-9999
1986	3	14	-9999
1986	3	15	-9999
1986	3	16	-9999
1986	3	17	-9999
1986	3	18	-9999
1986	3	19	-9999
1986	3	20	-9999
1986	3	21	-9999
1986	3	22	-9999
1986	3	23	-9999
1986	3	24	-9999
1986	3	25	-9999
1986	3	26	-9999
1986	3	27	-9999
1986	3	28	-9999
1986	3	29	-9999
1986	3	30	-9999
1986	3	31	-9999
1986	4	1	-9999
1986	4	2	-9999
1986	4	3	-9999
1986	4	4	-9999
1986	4	5	-9999
1986	4	6	-9999
1986	4	7	-9999
1986	4	8	-9999
1986	4	9	-9999
1986	4	10	-9999
1986	4	11	-9999
1986	4	12	-9999
1986	4	13	-9999
1986	4	14	-9999
1986	4	15	-9999
1986	4	16	-9999
1986	4	17	-9999
1986	4	18	-9999
1986	4	19	-9999
1986	4	20	-9999
1986	4	21	-9999
1986	4	22	-9999
1986	4	23	-9999
1986	4	24	-9999
1986	4	25	-9999
1986	4	26	-9999
1986	4	27	-9999
1986	4	28	-9999
1986	4	29	-9999
1986	4	30	-9999
1986	5	1	-9999
1986	5	2	-9999
1986	5	3	-9999
1986	5	4	-9999
1986	5	5	-9999
1986	5	6	-9999
1986	5	7	-9999
1986	5	8	-9999
1986	5	9	-9999
1986	5	10	-9999
1986	5	11	-9999
1986	5	12	-9999
1986	5	13	-9999
1986	5	14	-9999
1986	5	15	-9999
1986	5	16	-9999
1986	5	17	-9999
1986	5	18	-9999
1986	5	19	-9999
1986	5	20	-9999
1986	5	21	-9999
1986	5	22	-9999
1986	5	23	-9999
1986	5	24	-9999
1986	5	25	-9999
1986	5	26	-9999
1986	5	27	-9999
1986	5	28	-9999
1986	5	29	-9999
1986	5	30	-9999
1986	5	31	-9999
1986	6	1	-9999
1986	6	2	-9999
1986	6	3	-9999
1986	6	4	-9999
1986	6	5	-9999
1986	6	6	-9999
1986	6	7	-9999
1986	6	8	-9999
1986	6	9	-9999
1986	6	10	-9999
1986	6	11	-9999
1986	6	12	-9999
1986	6	13	-9999
1986	6	14	-9999
1986	6	15	-9999
1986	6	16	-9999
1986	6	17	-9999
1986	6	18	-9999
1986	6	19	-9999
1986	6	20	-9999
1986	6	21	-9999
1986	6	22	-9999
1986	6	23	-9999
1986	6	24	-9999
1986	6	25	-9999
1986	6	26	-9999
1986	6	27	-9999
1986	6	28	-9999
1986	6	29	-9999
1986	6	30	-9999
1986	7	1	-9999
1986	7	2	-9999
1986	7	3	-9999
1986	7	4	-9999
1986	7	5	-9999
1986	7	6	-9999
1986	7	7	-9999
1986	7	8	-9999
1986	7	9	-9999
1986	7	10	-9999
1986	7	11	-9999
1986	7	12	-9999
1986	7	13	-9999
1986	7	14	-9999
1986	7	15	-9999
1986	7	16	-9999
1986	7	17	-9999
1986	7	18	-9999
1986	7	19	-9999
1986	7	20	-9999
1986	7	21	-9999
1986	7	22	-9999
1986	7	23	-9999
1986	7	24	-9999
1986	7	25	-9999
1986	7	26	-9999
1986	7	27	-9999
1986	7	28	-9999
1986	7	29	-9999
1986	7	30	-9999
1986	7	31	-9999
1986	8	1	-9999
1986	8	2	-9999
1986	8	3	-9999
1986	8	4	-9999
1986	8	5	-9999
1986	8	6	-9999
1986	8	7	-9999
1986	8	8	-9999
1986	8	9	-9999
1986	8	10	-9999
1986	8	11	-9999
1986	8	12	-9999
1986	8	13	-9999
1986	8	14	-9999
1986	8	15	-9999
1986	8	16	-9999
1986	8	17	-9999
1986	8	18	-9999
1986	8	19	-9999
1986	8	20	-9999
1986	8	21	-9999
1986	8	22	-9999
1986	8	23	-9999
1986	8	24	-9999
1986	8	25	-9999
1986	8	26	-9999
1986	8	27	-9999
1986	8	28	-9999
1986	8	29	-9999
1986	8	30	-9999
1986	8	31	-9999
1986	9	1	-9999
1986	9	2	-9999
1986	9	3	-9999
1986	9	4	-9999
1986	9	5	-9999
1986	9	6	-9999
1986	9	7	-9999
1986	9	8	-9999
1986	9	9	-9999
1986	9	10	-9999
1986	9	11	-9999
1986	9	12	-9999
1986	9	13	-9999
1986	9	14	-9999
1986	9	15	-9999
1986	9	16	-9999
1986	9	17	-9999
1986	9	18	-9999
1986	9	19	-9999
1986	9	20	-9999
1986	9	21	-9999
1986	9	22	-9999
1986	9	23	-9999
1986	9	24	-9999
1986	9	25	-9999
1986	9	26	-9999
1986	9	27	-9999
1986	9	28	-9999
1986	9	29	-9999
1986	9	30	-9999
1986	10	1	-9999
1986	10	2	-9999
1986	10	3	-9999
1986	10	4	-9999
1986	10	5	-9999
1986	10	6	-9999
1986	10	7	-9999
1986	10	8	-9999
1986	10	9	-9999
1986	10	10	-9999
1986	10	11	-9999
1986	10	12	-9999
1986	10	13	-9999
1986	10	14	-9999
1986	10	15	-9999
1986	10	16	-9999
1986	10	17	-9999
1986	10	18	-9999
1986	10	19	-9999
1986	10	20	-9999
1986	10	21	-9999
1986	10	22	-9999
1986	10	23	-9999
1986	10	24	-9999
1986	10	25	-9999
1986	10	26	-9999
1986	10	27	-9999
1986	10	28	-9999
1986	10	29	-9999
1986	10	30	-9999
1986	10	31	-9999
1986	11	1	-9999
1986	11	2	-9999
1986	11	3	-9999
1986	11	4	-9999
1986	11	5	-9999
1986	11	6	-9999
1986	11	7	-9999
1986	11	8	-9999
1986	11	9	-9999
1986	11	10	-9999
1986	11	11	-9999
1986	11	12	-9999
1986	11	13	-9999
1986	11	14	-9999
1986	11	15	-9999
1986	11	16	-9999
1986	11	17	-9999
1986	11	18	-9999
1986	11	19	-9999
